CV1 (voltage),CV2 (voltage),Flow 1 (LPH),Flow 2 (LPH),Level 1 (mm),Level 2 (mm),Time (sec)
6.800000191,6.800000191,389.7372437,353.6231995,234.2332764,192.6893616,640.2
6.800000191,6.800000191,389.6923828,354.161499,234.1749878,192.6116028,640.4
6.800000191,6.800000191,390.6569214,355.0363159,234.2527466,192.631073,640.6
6.800000191,6.800000191,390.7467041,356.2476501,234.2721863,192.6893616,640.8
6.800000191,6.800000191,390.7467041,357.1896973,234.291626,192.6116028,641
6.800000191,6.800000191,391.6663208,358.2664185,239.4432983,192.6699219,641.2
6.800000191,6.800000191,391.5317383,359.0739441,239.4432983,192.6116028,641.4
6.800000191,6.800000191,391.8233032,360.2403259,239.462738,192.6505127,641.6
6.800000191,6.800000191,391.6887207,361.0927124,239.4432983,197.9188232,641.8
6.800000191,6.800000191,392.9897461,362.1918335,239.4432983,197.8215942,642
6.800000191,6.800000191,392.6981201,362.1245728,239.5015869,197.9382629,642.2
6.800000191,6.800000191,392.5859985,363.4031372,244.6338501,197.8605347,642.4
6.800000191,6.800000191,392.5859985,364.2106323,244.6921692,197.8799744,642.6
6.800000191,6.800000191,392.5859985,364.1209106,244.6727295,197.7827454,642.8
6.800000191,6.800000191,393.572998,365.0181885,244.6532593,197.8215942,643
6.800000191,6.800000191,393.5281372,365.9602661,244.6532593,203.0316467,643.2
6.800000191,6.800000191,393.6178589,365.9827271,244.6532593,202.9927368,643.4
6.800000191,6.800000191,393.4608154,366.9024048,244.575531,202.9344482,643.6
6.800000191,6.800000191,394.6496582,367.2836914,244.6532593,202.9927368,643.8
6.800000191,6.800000191,394.7617798,367.956665,244.6338501,202.9538879,644
6.800000191,6.800000191,394.5823364,368.0015259,244.5949707,203.0899353,644.2
6.800000191,6.800000191,394.5599365,368.9211426,249.7855225,202.9733276,644.4
6.800000191,6.800000191,394.4926147,368.9211426,249.8049316,203.0899353,644.6
6.800000191,6.800000191,394.425354,369.9081421,249.7855225,203.012207,644.8
6.800000191,6.800000191,394.5823364,370.0427246,249.7855225,203.0316467,645
6.800000191,6.800000191,395.5244751,370.9175415,249.7660828,208.1833191,645.2
6.800000191,6.800000191,395.6590576,370.8278198,249.6688843,208.1638489,645.4
6.800000191,6.800000191,395.3898926,370.9175415,249.7855225,208.2805176,645.6
6.800000191,6.800000191,395.5020752,370.8054199,249.8049316,208.1833191,645.8
6.800000191,6.800000191,395.3450317,372.2410278,249.8243713,208.2027588,646
6.800000191,6.800000191,395.6814575,371.8596802,249.8632813,208.2610474,646.2
6.800000191,6.800000191,396.399292,371.927002,249.7466431,208.2416077,646.4
6.800000191,6.800000191,396.3544312,371.8372192,249.8632813,208.2805176,646.6
6.800000191,6.800000191,396.6908569,371.7923584,255.0149536,208.2999573,646.8
6.800000191,6.800000191,396.5563354,373.0036011,255.053833,208.2999573,647
6.800000191,6.800000191,397.5656738,372.8690186,254.9371948,213.3155212,647.2
6.800000191,6.800000191,397.5880737,372.8017578,254.9566345,213.4127197,647.4
6.800000191,6.800000191,397.7227173,372.9587402,254.9760437,213.5099182,647.6
6.800000191,6.800000191,397.5656738,373.7887573,255.053833,213.4516296,647.8
6.800000191,6.800000191,397.3637695,373.586853,254.9760437,213.4516296,648
6.800000191,6.800000191,397.3637695,373.586853,254.9177551,213.39328,648.2
6.800000191,6.800000191,397.5432739,374.9102783,255.0149536,213.3544312,648.4
6.800000191,6.800000191,397.4310913,374.7532959,254.9760437,213.3738708,648.6
6.800000191,6.800000191,397.5656738,374.7757568,254.9566345,213.3738708,648.8
6.800000191,6.800000191,397.5656738,376.1888428,254.9955139,213.4904785,649
6.800000191,6.800000191,397.520813,375.9869385,254.9955139,218.5838318,649.2
6.800000191,6.800000191,397.4310913,375.7402344,254.9955139,218.5643921,649.4
6.800000191,6.800000191,398.3956299,376.682373,260.1860962,218.5643921,649.6
6.800000191,6.800000191,398.3956299,376.8169556,260.2249451,218.6421814,649.8
6.800000191,6.800000191,398.3283691,376.8617554,260.1666565,218.6227417,650
6.800000191,6.800000191,398.350769,376.6374512,260.1083374,218.4671936,650.2
6.800000191,6.800000191,398.37323,376.7720947,260.1860962,218.4866333,650.4
6.800000191,6.800000191,398.5526733,376.9290771,260.1472168,218.6421814,650.6
6.800000191,6.800000191,398.4404907,376.7496338,260.1472168,218.4866333,650.8
6.800000191,6.800000191,398.2386475,376.5926514,260.2055359,218.5449829,651
6.800000191,6.800000191,398.4180908,376.4580688,260.069458,218.5061035,651.2
6.800000191,6.800000191,397.1843872,376.5477905,260.1083374,218.5838318,651.4
6.800000191,6.800000191,397.3189697,376.5477905,260.1277466,218.5643921,651.6
6.800000191,6.800000191,397.2741089,376.682373,260.0500183,218.4477844,651.8
6.800000191,6.800000191,397.2741089,376.4804688,260.1083374,223.6772156,652
6.800000191,6.800000191,397.3413696,376.7720947,260.1083374,223.6966553,652.2
6.800000191,6.800000191,397.3637695,376.7496338,260.1666565,223.618866,652.4
6.800000191,6.800000191,397.3862305,377.6917725,265.3183289,223.7355042,652.6
6.800000191,6.800000191,397.2516479,377.3328247,265.2600098,223.5800171,652.8
6.800000191,6.800000191,397.0722046,377.4225464,265.3183289,223.6577759,653
6.800000191,6.800000191,397.2741089,377.4450073,265.2405701,223.5994568,653.2
6.800000191,6.800000191,397.2965088,377.826355,265.2794189,223.618866,653.4
6.800000191,6.800000191,397.4984131,376.973938,265.3183289,223.6383057,653.6
6.800000191,6.800000191,397.3413696,377.6244507,265.2988892,223.6772156,653.8
6.800000191,6.800000191,397.1619263,377.4225464,265.2016907,228.7316895,654
6.800000191,6.800000191,397.4535522,377.8487549,265.2794189,228.8677673,654.2
6.800000191,6.800000191,397.2067871,377.4674072,265.3377686,228.9066162,654.4
6.800000191,6.800000191,397.1619263,377.7141724,265.3766174,228.9844055,654.6
6.800000191,6.800000191,396.2647095,377.5571289,265.2600098,228.8288879,654.8
6.800000191,6.800000191,396.3095703,377.5795898,265.2988892,228.8094177,655
6.800000191,6.800000191,396.3095703,377.4674072,265.2988892,228.8483276,655.2
6.800000191,6.800000191,396.3095703,377.7366333,265.2211304,228.8094177,655.4
6.800000191,6.800000191,397.2741089,377.4898682,265.2988892,228.6927795,655.6
6.800000191,6.800000191,397.2516479,377.3328247,265.2600098,228.7511292,655.8
6.800000191,6.800000191,397.1843872,377.5122681,265.2600098,228.8288879,656
6.800000191,6.800000191,397.2965088,377.534668,265.2405701,228.789978,656.2
6.800000191,6.800000191,397.1619263,377.3552856,265.2016907,228.7511292,656.4
6.800000191,6.800000191,397.4086914,377.7141724,270.5283203,228.8483276,656.6
6.800000191,6.800000191,398.0592041,377.6693115,270.4116821,228.7705688,656.8
6.800000191,6.800000191,398.350769,377.8936157,270.5088806,234.0388794,657
6.800000191,6.800000191,398.37323,377.7814941,270.3922424,233.9028015,657.2
6.800000191,6.800000191,398.2386475,377.6469116,270.2756042,233.8638916,657.4
6.800000191,6.800000191,398.2611084,377.4000854,270.4116821,233.9611511,657.6
6.800000191,6.800000191,398.3283691,377.826355,270.4116821,233.9222717,657.8
6.800000191,6.800000191,398.37323,377.6469116,270.3922424,233.8444519,658
6.800000191,6.800000191,398.1489258,377.4674072,270.353363,233.8444519,658.2
6.800000191,6.800000191,398.1937866,376.6150513,270.5283203,233.9805908,658.4
6.800000191,6.800000191,398.4854126,377.0412598,270.2950439,233.7666931,658.6
6.800000191,6.800000191,398.3059082,376.6599121,270.3728027,233.8833618,658.8
6.800000191,6.800000191,398.3059082,376.5701904,270.4116821,233.8444519,659
6.800000191,6.800000191,398.5302124,376.682373,270.4505615,233.9416809,659.2
6.800000191,6.800000191,398.350769,376.6374512,270.6255188,234.1749878,659.4
6.800000191,6.800000191,398.3059082,376.5477905,270.3922424,233.805603,659.6
6.800000191,6.800000191,398.3059082,376.2113037,275.5050049,233.8250427,659.8
6.800000191,6.800000191,398.3956299,376.9066772,275.6411133,239.1517029,660
6.800000191,6.800000191,398.1937866,376.413147,270.4505615,239.3071899,660.2
6.800000191,6.800000191,398.4180908,376.682373,275.6799927,239.1517029,660.4
6.800000191,6.800000191,398.1264648,377.0860596,275.4855957,239.0350647,660.6
6.800000191,6.800000191,398.3283691,377.6020508,275.6799927,239.1517029,660.8
6.800000191,6.800000191,398.2835083,377.5795898,275.5633545,238.9961548,661
6.800000191,6.800000191,398.2611084,377.5795898,275.5439148,239.0155945,661.2
6.800000191,6.800000191,398.6647949,377.9160767,275.6411133,239.0155945,661.4
6.800000191,6.800000191,398.1713257,377.6020508,275.5827942,239.112793,661.6
6.800000191,6.800000191,398.2161865,377.6020508,275.5633545,239.0739441,661.8
6.800000191,6.800000191,397.9918823,377.6020508,275.6216736,239.1517029,662
6.800000191,6.800000191,398.4629517,377.6469116,275.5827942,239.0739441,662.2
6.800000191,6.800000191,398.1937866,377.5795898,275.5244751,239.0545044,662.4
6.800000191,6.800000191,398.2161865,377.826355,275.5050049,239.0933533,662.6
6.800000191,6.800000191,397.4759521,377.5122681,275.5244751,239.0155945,662.8
6.800000191,6.800000191,397.2067871,377.6020508,275.6216736,239.112793,663
6.800000191,6.800000191,397.3637695,377.8487549,275.6022034,239.0933533,663.2
6.800000191,6.800000191,398.1937866,377.4450073,275.6216736,238.9961548,663.4
6.800000191,6.800000191,398.4180908,377.534668,275.6022034,239.112793,663.6
6.800000191,6.800000191,398.2835083,377.6244507,275.5827942,238.9961548,663.8
6.800000191,6.800000191,398.2611084,378.2973633,275.5633545,244.2450562,664
6.800000191,6.800000191,398.6647949,378.5441284,275.6022034,244.2256165,664.2
6.800000191,6.800000191,398.3956299,378.7235718,275.660553,244.3228149,664.4
6.800000191,6.800000191,398.37323,378.5665283,275.660553,244.3033752,664.6
6.800000191,6.800000191,398.2161865,378.5665283,275.5827942,244.2450562,664.8
6.800000191,6.800000191,399.4498901,378.5665283,275.4855957,244.2061768,665
6.800000191,6.800000191,399.3153076,378.5889893,275.6216736,244.2839355,665.2
6.800000191,6.800000191,399.2705078,378.4544067,280.7539063,244.2839355,665.4
6.800000191,6.800000191,399.3602295,378.5216675,280.7733459,244.2450562,665.6
6.800000191,6.800000191,399.4274902,378.7011108,280.7733459,244.2256165,665.8
6.800000191,6.800000191,399.3826294,378.6113892,280.8122253,244.2644653,666
6.800000191,6.800000191,399.3602295,378.6113892,280.7733459,244.2061768,666.2
6.800000191,6.800000191,399.5845337,378.7459717,280.6761475,244.2061768,666.4
6.800000191,6.800000191,399.4274902,378.5441284,280.8511047,244.2839355,666.6
6.800000191,6.800000191,399.3377686,378.6113892,280.8122253,244.2644653,666.8
6.800000191,6.800000191,399.1359253,378.3422241,280.7539063,244.1089783,667
6.800000191,6.800000191,399.203186,378.5889893,280.7539063,244.2061768,667.2
6.800000191,6.800000191,399.2480469,378.5441284,280.7927856,244.2839355,667.4
6.800000191,6.800000191,399.1807861,378.4768066,280.7927856,244.1867371,667.6
6.800000191,6.800000191,399.2929077,378.8581543,280.7733459,244.2450562,667.8
6.800000191,6.800000191,399.4274902,378.5441284,280.7927856,244.2256165,668
6.800000191,6.800000191,399.203186,378.2749634,280.7927856,244.2644653,668.2
6.800000191,6.800000191,399.3153076,378.5889893,280.7733459,249.4161377,668.4
6.800000191,6.800000191,399.4050903,378.9030151,280.7150269,249.3772888,668.6
6.800000191,6.800000191,399.5845337,378.5216675,280.7344666,249.3967285,668.8
6.800000191,6.800000191,399.3826294,378.6338501,280.8122253,249.4161377,669
6.800000191,6.800000191,399.4498901,378.7011108,280.7733459,249.3772888,669.2
6.800000191,6.800000191,399.3153076,379.6432495,280.7733459,249.3967285,669.4
6.800000191,6.800000191,399.4274902,379.7554321,280.7539063,249.3383789,669.6
6.800000191,6.800000191,399.3153076,379.6208496,280.8122253,249.4355774,669.8
6.800000191,6.800000191,399.2929077,379.4189453,280.7927856,249.3578491,670
6.800000191,6.800000191,399.203186,379.4189453,280.7733459,249.4161377,670.2
6.800000191,6.800000191,399.3826294,379.6432495,280.7927856,249.4161377,670.4
6.800000191,6.800000191,399.3153076,379.6657104,280.8122253,249.3772888,670.6
6.800000191,6.800000191,399.2929077,379.5983887,280.7539063,249.3967285,670.8
6.800000191,6.800000191,399.3377686,379.5759277,280.6955872,249.3578491,671
6.800000191,6.800000191,399.2480469,379.5983887,280.7733459,249.3967285,671.2
6.800000191,6.800000191,399.1807861,379.4414063,280.8122253,249.3772888,671.4
6.800000191,6.800000191,399.1807861,379.4862061,280.6955872,249.29953,671.6
6.800000191,6.800000191,399.2480469,379.8002319,280.7344666,249.3383789,671.8
6.800000191,6.800000191,400.2125244,379.5535278,280.7150269,249.3772888,672
6.800000191,6.800000191,400.1677246,379.4862061,280.7927856,249.3578491,672.2
6.800000191,6.800000191,400.3023071,379.5759277,280.7733459,249.3967285,672.4
6.800000191,6.800000191,400.324707,379.5983887,280.7927856,249.3578491,672.6
6.800000191,6.800000191,400.324707,379.4414063,280.7344666,249.3578491,672.8
6.800000191,6.800000191,400.3920288,379.6657104,280.7344666,254.5289612,673
6.800000191,6.800000191,400.2574463,379.4638062,280.7344666,254.5095215,673.2
6.800000191,6.800000191,399.2255859,380.3161621,280.7150269,254.5484009,673.4
6.800000191,6.800000191,399.4050903,380.5853882,280.7539063,254.4512024,673.6
6.800000191,6.800000191,400.1901245,380.5853882,280.6955872,254.4706421,673.8
6.800000191,6.800000191,400.3920288,380.6526489,280.7150269,254.4317627,674
6.800000191,6.800000191,400.1677246,380.5629272,280.7150269,254.4512024,674.2
6.800000191,6.800000191,400.1901245,380.5180664,280.6955872,254.412323,674.4
6.800000191,6.800000191,400.2125244,379.3740845,280.6567078,254.3928528,674.6
6.800000191,6.800000191,400.2798462,379.4414063,285.9055786,254.4900513,674.8
6.800000191,6.800000191,400.1901245,379.5535278,280.6761475,254.4317627,675
6.800000191,6.800000191,400.3471069,379.5759277,280.6761475,254.4512024,675.2
6.800000191,6.800000191,400.2798462,379.4414063,280.6761475,254.3540039,675.4
6.800000191,6.800000191,400.1901245,379.5535278,285.8472595,254.4317627,675.6
6.800000191,6.800000191,400.2125244,379.3068237,285.8277893,254.412323,675.8
6.800000191,6.800000191,400.2574463,379.6432495,285.8666992,254.3928528,676
6.800000191,6.800000191,400.324707,379.7554321,285.9249878,254.5095215,676.2
6.800000191,6.800000191,400.3920288,379.4189453,285.8861389,254.4706421,676.4
6.800000191,6.800000191,400.2125244,379.4638062,285.9249878,254.4900513,676.6
6.800000191,6.800000191,400.2798462,379.6432495,285.9833374,254.5289612,676.8
6.800000191,6.800000191,400.3920288,379.5759277,285.8277893,254.5289612,677
6.800000191,6.800000191,400.2574463,379.4862061,285.8277893,254.4706421,677.2
6.800000191,6.800000191,400.1901245,379.3740845,285.9249878,254.5289612,677.4
6.800000191,6.800000191,400.4817505,378.7908325,285.8472595,254.4900513,677.6
6.800000191,6.800000191,400.2125244,379.3516235,286.0221863,254.4900513,677.8
6.800000191,6.800000191,400.4817505,379.4638062,285.8666992,254.4706421,678
6.800000191,6.800000191,400.4144287,379.3965454,286.0221863,254.5872498,678.2
6.800000191,6.800000191,400.3471069,379.5311279,285.944458,254.4900513,678.4
6.800000191,6.800000191,400.2125244,379.5759277,285.8861389,254.5095215,678.6
6.800000191,6.800000191,400.324707,379.5535278,285.8666992,254.3928528,678.8
6.800000191,6.800000191,400.3023071,379.5983887,285.9638977,254.5484009,679
6.800000191,6.800000191,400.2349854,379.4638062,285.9055786,254.4900513,679.2
6.800000191,6.800000191,400.1452637,379.6432495,285.8083801,259.6028748,679.4
6.800000191,6.800000191,400.1004028,379.5311279,285.8861389,259.5639648,679.6
6.800000191,6.800000191,400.3023071,379.508667,285.8666992,259.6028748,679.8
6.800000191,6.800000191,400.2574463,379.4189453,285.7695007,259.5445251,680
6.800000191,6.800000191,400.324707,379.6432495,285.8277893,259.5834351,680.2
6.800000191,6.800000191,400.324707,379.7105103,285.8083801,259.5445251,680.4
6.800000191,6.800000191,400.9976807,380.4058838,285.8666992,259.6028748,680.6
6.800000191,6.800000191,401.2443848,380.5629272,285.8666992,259.5056763,680.8
6.800000191,6.800000191,401.2892456,380.5629272,291.0183716,259.5639648,681
6.800000191,6.800000191,401.2668457,380.5180664,291.0766602,259.6417236,681.2
6.800000191,6.800000191,401.2443848,380.4956665,290.9989319,259.5834351,681.4
6.800000191,6.800000191,401.0874023,380.4732056,290.9989319,259.5639648,681.6
6.800000191,6.800000191,401.177124,380.4283447,291.0378113,259.6611633,681.8
6.800000191,6.800000191,401.5584717,380.4508057,291.0183716,259.5834351,682
6.800000191,6.800000191,402.1640625,380.1591187,291.0183716,259.5834351,682.2
6.800000191,6.800000191,402.298645,380.6751099,291.0183716,259.6028748,682.4
6.800000191,6.800000191,402.2762451,380.7648315,291.0378113,259.6223145,682.6
6.800000191,6.800000191,402.1865234,380.5405273,291.0378113,259.6223145,682.8
6.800000191,6.800000191,402.298645,380.2264404,291.0378113,259.6417236,683
6.800000191,6.800000191,402.1865234,380.5180664,290.9989319,259.5639648,683.2
6.800000191,6.800000191,402.2538452,380.4732056,290.9406128,259.5445251,683.4
6.800000191,6.800000191,402.2089844,379.8675537,290.9211731,259.525116,683.6
6.800000191,6.800000191,401.2219849,379.4414063,290.9211731,259.5639648,683.8
6.800000191,6.800000191,401.2892456,379.5311279,290.9794617,259.525116,684
6.800000191,6.800000191,401.2443848,379.3068237,291.0183716,259.5639648,684.2
6.800000191,6.800000191,401.2443848,379.5535278,291.0183716,259.5445251,684.4
6.800000191,6.800000191,401.1322632,379.4638062,291.0766602,259.6223145,684.6
6.800000191,6.800000191,401.2443848,379.7105103,290.9600525,259.525116,684.8
6.800000191,6.800000191,401.2668457,379.5535278,291.0183716,259.6223145,685
6.800000191,6.800000191,401.3789673,379.4638062,290.9794617,259.5834351,685.2
6.800000191,6.800000191,401.2443848,379.5535278,291.0183716,259.5639648,685.4
6.800000191,6.800000191,402.2538452,379.3516235,291.0183716,259.525116,685.6
6.800000191,6.800000191,402.321106,379.4189453,291.057251,259.5639648,685.8
6.800000191,6.800000191,402.2313843,379.4189453,290.9794617,259.5834351,686
6.800000191,6.800000191,401.2668457,379.6657104,290.9406128,259.5445251,686.2
6.800000191,6.800000191,401.2892456,379.4638062,290.9794617,259.6028748,686.4
6.800000191,6.800000191,401.3117065,379.5759277,290.9794617,264.7156372,686.6
6.800000191,6.800000191,401.3565674,379.4189453,291.0378113,264.793396,686.8
6.800000191,6.800000191,401.2892456,379.5311279,291.0378113,264.8128357,687
6.800000191,6.800000191,401.2443848,379.5759277,291.057251,264.8517456,687.2
6.800000191,6.800000191,401.1098022,379.4189453,291.0183716,264.7739868,687.4
6.800000191,6.800000191,401.2219849,379.4638062,290.9989319,264.793396,687.6
6.800000191,6.800000191,401.2892456,379.4414063,290.9989319,264.7351074,687.8
6.800000191,6.800000191,401.3565674,379.5535278,291.0378113,264.7739868,688
6.800000191,6.800000191,401.3117065,379.4862061,290.9794617,264.6767883,688.2
6.800000191,6.800000191,401.2892456,379.6657104,290.9794617,264.7545471,688.4
6.800000191,6.800000191,401.177124,379.2843628,290.9989319,264.7156372,688.6
6.800000191,6.800000191,401.3117065,379.5535278,290.9794617,264.7545471,688.8
6.800000191,6.800000191,401.1546631,379.5759277,290.9600525,264.793396,689
6.800000191,6.800000191,401.1322632,379.1497803,290.9794617,264.8711853,689.2
6.800000191,6.800000191,401.1322632,379.1722412,290.9794617,264.7739868,689.4
6.800000191,6.800000191,401.3117065,379.4189453,290.9989319,264.6767883,689.6
6.800000191,6.800000191,401.1322632,379.4414063,296.1700745,264.7156372,689.8
6.800000191,6.800000191,401.2443848,379.508667,296.1700745,264.6961975,690
6.800000191,6.800000191,401.2219849,378.3646851,296.1700745,264.7351074,690.2
6.800000191,6.800000191,401.2668457,378.4319458,296.1311951,264.6379089,690.4
6.800000191,6.800000191,401.1322632,378.3646851,296.1117249,264.7156372,690.6
6.800000191,6.800000191,401.2219849,378.4544067,290.9794617,264.7156372,690.8
6.800000191,6.800000191,401.2668457,378.2973633,296.1117249,264.6379089,691
6.800000191,6.800000191,401.1322632,378.4095459,296.1895142,264.7351074,691.2
6.800000191,6.800000191,401.0649414,378.4319458,296.1117249,264.7351074,691.4
6.800000191,6.800000191,401.177124,378.4768066,296.0728455,264.7156372,691.6
6.800000191,6.800000191,401.2668457,378.3646851,296.1311951,264.7351074,691.8
6.800000191,6.800000191,401.2219849,378.4319458,296.1700745,264.7351074,692
6.800000191,6.800000191,401.2219849,378.387085,296.1895142,264.6961975,692.2
6.800000191,6.800000191,401.468689,378.3198242,296.1895142,264.6961975,692.4
6.800000191,6.800000191,401.2219849,378.4768066,296.1700745,264.7351074,692.6
6.800000191,6.800000191,401.1995239,378.2749634,296.1117249,264.7156372,692.8
6.800000191,6.800000191,401.6929932,379.5759277,296.1700745,264.6573486,693
6.800000191,6.800000191,401.3117065,379.4189453,296.1311951,264.6184387,693.2
6.800000191,6.800000191,401.1546631,379.3965454,296.0922852,264.6767883,693.4
6.800000191,6.800000191,400.8406372,379.2843628,296.1895142,264.7545471,693.6
6.800000191,6.800000191,401.177124,379.7105103,296.1311951,264.7545471,693.8
6.800000191,6.800000191,401.0649414,379.3965454,296.1117249,264.6379089,694
6.800000191,6.800000191,401.0425415,379.2619019,296.1311951,264.6961975,694.2
6.800000191,6.800000191,401.1995239,379.5311279,296.1895142,264.6961975,694.4
6.800000191,6.800000191,401.1322632,379.5311279,296.0728455,264.7156372,694.6
6.800000191,6.800000191,401.1995239,380.338623,296.0728455,264.7351074,694.8
6.800000191,6.800000191,401.2443848,380.4732056,296.1506348,264.7351074,695
6.800000191,6.800000191,400.9976807,380.338623,296.2867126,264.8711853,695.2
6.800000191,6.800000191,401.0874023,380.4283447,296.1311951,264.6573486,695.4
6.800000191,6.800000191,401.0200806,380.2040405,296.1700745,264.6379089,695.6
6.800000191,6.800000191,401.0874023,380.1143188,296.1311951,264.6961975,695.8
6.800000191,6.800000191,401.0200806,380.3161621,296.1506348,264.7739868,696
6.800000191,6.800000191,401.3565674,380.3834229,296.1117249,264.7156372,696.2
6.800000191,6.800000191,400.1901245,381.3255615,296.2089539,264.7739868,696.4
6.800000191,6.800000191,399.9882202,381.2807617,296.1117249,264.6767883,696.6
6.800000191,6.800000191,400.0331421,381.3704224,296.1895142,264.7351074,696.8
6.800000191,6.800000191,400.055542,381.3031616,296.0533752,264.6573486,697
6.800000191,6.800000191,400.1452637,381.5947266,296.1311951,264.7156372,697.2
6.800000191,6.800000191,399.9434204,381.2358398,296.0728455,264.6767883,697.4
6.800000191,6.800000191,400.1228027,381.3704224,296.1700745,264.7545471,697.6
6.800000191,6.800000191,399.1359253,381.3480225,296.1700745,264.6573486,697.8
6.800000191,6.800000191,399.2705078,381.4377441,296.1117249,264.6379089,698
6.800000191,6.800000191,399.0685425,381.3928833,296.0922852,264.6767883,698.2
6.800000191,6.800000191,399.0910034,381.3031616,296.1506348,264.7545471,698.4
6.800000191,6.800000191,399.2480469,380.0245361,296.1117249,264.6767883,698.6
6.800000191,6.800000191,399.1583252,380.338623,296.0922852,269.8867493,698.8
6.800000191,6.800000191,399.1359253,380.2713013,296.0533752,269.8479004,699
6.800000191,6.800000191,399.0910034,380.3834229,296.1311951,269.9256592,699.2
6.800000191,6.800000191,399.5172119,380.2937622,296.1506348,269.9839478,699.4
6.800000191,6.800000191,399.0910034,380.338623,296.1506348,269.9839478,699.6
6.800000191,6.800000191,399.0012817,380.0918579,296.1895142,269.9256592,699.8
6.800000191,6.800000191,399.2480469,380.4058838,296.1700745,269.8673096,700
6.800000191,6.800000191,399.4723511,380.4508057,296.0533752,269.9062195,700.2
6.800000191,6.800000191,399.4498901,380.4956665,296.1506348,269.8867493,700.4
6.800000191,6.800000191,399.203186,380.1591187,296.1311951,269.8867493,700.6
6.800000191,6.800000191,399.2705078,380.5853882,296.1895142,269.8479004,700.8
6.800000191,6.800000191,399.1134644,379.4638062,296.2283936,269.9645081,701
6.800000191,6.800000191,398.3283691,379.3068237,296.0922852,269.8673096,701.2
6.800000191,6.800000191,398.2611084,379.6881104,296.1506348,269.9062195,701.4
6.800000191,6.800000191,399.1807861,379.5759277,296.2089539,270.0617676,701.6
6.800000191,6.800000191,399.1359253,379.3740845,296.1506348,269.8867493,701.8
6.800000191,6.800000191,399.2705078,379.3516235,296.1895142,269.8867493,702
6.800000191,6.800000191,399.1583252,379.1273193,296.2867126,269.9645081,702.2
6.800000191,6.800000191,399.0685425,379.4189453,296.1895142,269.8867493,702.4
6.800000191,6.800000191,399.203186,379.4414063,296.1311951,269.9062195,702.6
6.800000191,6.800000191,399.0910034,378.2076416,296.2089539,269.9450989,702.8
6.800000191,6.800000191,399.0910034,378.2525024,296.2283936,269.8867493,703
6.800000191,6.800000191,399.5396118,378.4319458,296.1700745,269.8673096,703.2
6.800000191,6.800000191,399.6069336,378.2076416,296.1311951,269.9450989,703.4
6.800000191,6.800000191,399.1583252,378.3646851,296.2089539,269.9645081,703.6
6.800000191,6.800000191,399.0910034,378.387085,296.1700745,269.9450989,703.8
6.800000191,6.800000191,399.4274902,378.5216675,301.3606262,269.8867493,704
6.800000191,6.800000191,399.1807861,378.387085,296.2089539,270.0228882,704.2
6.800000191,6.800000191,399.2480469,378.387085,296.1311951,269.809021,704.4
6.800000191,6.800000191,399.6741943,378.4768066,296.1700745,269.8479004,704.6
6.800000191,6.800000191,400.3023071,378.4544067,296.2283936,269.8867493,704.8
6.800000191,6.800000191,400.1004028,379.1049194,296.1700745,269.9256592,705
6.800000191,6.800000191,400.3023071,379.3740845,296.2089539,269.9450989,705.2
6.800000191,6.800000191,400.3023071,379.5535278,296.1895142,269.9645081,705.4
6.800000191,6.800000191,400.1004028,379.5983887,296.1895142,269.9062195,705.6
6.800000191,6.800000191,400.3023071,379.6208496,296.1700745,269.8479004,705.8
6.800000191,6.800000191,400.2574463,379.4414063,296.1895142,269.8673096,706
6.800000191,6.800000191,400.2798462,379.3965454,296.1700745,269.809021,706.2
6.800000191,6.800000191,400.4592896,379.4638062,296.1506348,269.8867493,706.4
6.800000191,6.800000191,400.1901245,378.8805542,296.1506348,269.9062195,706.6
6.800000191,6.800000191,400.1228027,378.4992676,296.2089539,269.9062195,706.8
6.800000191,6.800000191,400.1452637,378.387085,296.1895142,269.9062195,707
6.800000191,6.800000191,400.1452637,378.4319458,296.1311951,269.9062195,707.2
6.800000191,6.800000191,400.1901245,378.4992676,296.1506348,269.8673096,707.4
6.800000191,6.800000191,400.2574463,378.7908325,296.1506348,269.9256592,707.6
6.800000191,6.800000191,400.1901245,378.7684326,296.1506348,269.8284607,707.8
6.800000191,6.800000191,400.055542,378.2076416,296.2089539,275.1162109,708
6.800000191,6.800000191,400.1901245,378.4319458,296.0922852,275.0384827,708.2
6.800000191,6.800000191,400.3023071,378.5441284,296.1506348,275.0579224,708.4
6.800000191,6.800000191,400.1452637,378.4992676,296.1700745,269.8867493,708.6
6.800000191,6.800000191,400.0780029,378.4768066,296.1700745,269.8673096,708.8
6.800000191,6.800000191,400.1677246,378.5665283,296.0922852,269.8479004,709
6.800000191,6.800000191,400.0780029,378.3198242,296.1700745,269.9450989,709.2
6.800000191,6.800000191,400.1228027,378.4992676,296.0728455,269.8867493,709.4
6.800000191,6.800000191,400.3471069,378.5216675,296.0728455,269.8479004,709.6
6.800000191,6.800000191,400.2125244,378.4768066,296.1700745,269.8673096,709.8
6.800000191,6.800000191,400.0780029,378.5665283,296.1117249,269.8673096,710
6.800000191,6.800000191,400.324707,378.4992676,301.3606262,269.8284607,710.2
6.800000191,6.800000191,400.2125244,378.4544067,301.3411865,269.8479004,710.4
6.800000191,6.800000191,400.2349854,378.5665283,301.3217468,275.0579224,710.6
6.800000191,6.800000191,400.3471069,378.4095459,301.3995056,275.0773621,710.8
